"gene_name"	"refseq"	"other"	"new_name"	"tot_umis"
"CPEB4"	"CPEB4"	""	"CPEB4"	2715
"CPED1"	"CPED1"	""	"CPED1"	140
"CPKC;KPCA;PRKC;PRKCBA;PRKCBB"	""	"CPKC_other;KPCA_other;PRKC_other;PRKCBA_other;PRKCBB_other"	NA	0
"CPLANE1"	""	"CPLANE1_mm9"	"CPLANE1_mm9"	0
"CPLX1"	"CPLX1"	""	"CPLX1"	367
"CPLX2"	"CPLX2"	""	"CPLX2"	77
"CPLX3"	"CPLX3"	""	"CPLX3"	6
"CPLX4"	"CPLX4"	""	"CPLX4"	0
"CPM"	"CPM"	""	"CPM"	5763
"CPN1"	"CPN1"	""	"CPN1"	2372
"CPN10"	""	"CPN10_other"	"CPN10_other"	439
"CPN2"	"CPN2"	""	"CPN2"	183
"CPNE1;RBM12"	"CPNE1;RBM12"	""	"CPNE1;RBM12"	66126
"CPNE2"	"CPNE2"	""	"CPNE2"	678
"CPNE3"	"CPNE3"	""	"CPNE3"	28794
"CPNE4"	"CPNE4"	""	"CPNE4"	881
"CPNE5"	"CPNE5"	""	"CPNE5"	562
"CPNE5A"	""	"CPNE5A_other"	"CPNE5A_other"	0
"CPNE6"	"CPNE6"	""	"CPNE6"	529
"CPNE8"	"CPNE8"	""	"CPNE8"	4691
"CPNE9"	"CPNE9"	""	"CPNE9"	93
"CPO"	"CPO"	""	"CPO"	3
"CPOX"	"CPOX"	""	"CPOX"	846
"CPPED1"	"CPPED1"	""	"CPPED1"	12160
"CPQ"	"CPQ"	""	"CPQ"	549
"CPS-6;ENDOG.L;TENGL2"	""	"CPS-6_other;ENDOG.L_other;TENGL2_other"	NA	10
"CPS1"	"CPS1"	""	"CPS1"	141366
"CPS1-IT1"	""	"CPS1-IT1_hg19"	"CPS1-IT1_hg19"	63
"CPSF100"	""	"CPSF100_other"	"CPSF100_other"	2
"CPSF2"	"CPSF2"	""	"CPSF2"	54899
"CPSF3"	"CPSF3"	""	"CPSF3"	47266
"CPSF4"	"CPSF4"	""	"CPSF4"	430
"CPSF4L"	"CPSF4L"	""	"CPSF4L"	175
"CPSF6"	"CPSF6"	""	"CPSF6"	54486
"CPSF7"	"CPSF7"	""	"CPSF7"	30705
"CPT1AL;CPT1AL.L"	""	"CPT1AL_other;CPT1AL.L_other"	NA	1
"CPT1B"	"CPT1B"	""	"CPT1B"	1412
"CPT1B.L"	""	"CPT1B.L_other"	"CPT1B.L_other"	0
"CPT2"	"CPT2"	""	"CPT2"	11972
"CPVL"	"CPVL"	""	"CPVL"	2870
"CPXCR1"	"CPXCR1"	""	"CPXCR1"	1
"CPXM1"	"CPXM1"	""	"CPXM1"	6753
"CPXM2"	"CPXM2"	""	"CPXM2"	11
"CPZ"	""	"CPZ_mm9"	"CPZ_mm9"	0
"CR1"	"CR1"	""	"CR1"	51
"CR1L"	""	"CR1L_hg19"	"CR1L_hg19"	0
"CR2"	"CR2"	""	"CR2"	7
"CRABP1"	"CRABP1"	""	"CRABP1"	76356
"CRABP2"	"CRABP2"	""	"CRABP2"	184895
"CRACD"	""	"CRACD_hg19"	"CRACD_hg19"	150
"CRACR2A"	"CRACR2A"	""	"CRACR2A"	422
"CRADD"	"CRADD"	""	"CRADD"	5419
"CRAMP1"	"CRAMP1"	""	"CRAMP1"	3486
"CRAT"	"CRAT"	""	"CRAT"	6460
"CRATA"	""	"CRATA_other"	"CRATA_other"	0
"CRB1"	"CRB1"	""	"CRB1"	15
"CRB2"	"CRB2"	""	"CRB2"	23
"CRBN"	"CRBN"	""	"CRBN"	23851
"CRCP"	"CRCP"	""	"CRCP"	36979
"CRCP.S"	""	"CRCP.S_other"	"CRCP.S_other"	120
"CRCT1"	"CRCT1"	""	"CRCT1"	168
"CREB1"	"CREB1"	""	"CREB1"	33202
"CREB3"	"CREB3"	""	"CREB3"	6053
"CREB3L1"	"CREB3L1"	""	"CREB3L1"	14713
"CREB3L2"	"CREB3L2"	""	"CREB3L2"	9584
"CREB3L2-AS1"	""	"CREB3L2-AS1_hg19"	"CREB3L2-AS1_hg19"	0
"CREB3L4"	"CREB3L4"	""	"CREB3L4"	1203
"CREB5"	"CREB5"	""	"CREB5"	462
"CREBBP"	"CREBBP"	""	"CREBBP"	17251
"CREBL2"	"CREBL2"	""	"CREBL2"	2294
"CREBRF"	"CREBRF"	""	"CREBRF"	1118
"CREBZF"	"CREBZF"	""	"CREBZF"	10146
"CREG1"	"CREG1"	""	"CREG1"	10333
"CREG2"	"CREG2"	""	"CREG2"	198
"CRELD1"	"CRELD1"	""	"CRELD1"	503
"CREM"	"CREM"	""	"CREM"	5014
"CRH"	"CRH"	""	"CRH"	6
"CRHBP"	"CRHBP"	""	"CRHBP"	116
"CRHR1"	"CRHR1"	""	"CRHR1"	1
"CRHR2"	"CRHR2"	""	"CRHR2"	19
"CRIM1"	"CRIM1"	""	"CRIM1"	3769
"CRIM1-DT;GM32282"	""	"CRIM1-DT_hg19;GM32282_other"	"CRIM1-DT_hg19"	2
"CRIM1.L"	""	"CRIM1.L_other"	"CRIM1.L_other"	8
"CRIP1;CRIP1.L;CRIP1.S;CRIP2;CRIP2L;EXC-9;LOC100305155"	""	"CRIP1_mm9;CRIP1.L_other;CRIP1.S_other;CRIP2_mm9;CRIP2L_other;EXC-9_other"	"CRIP1_mm9;CRIP2_mm9"	628
"CRIP3"	"CRIP3"	""	"CRIP3"	6573
"CRIPT"	"CRIPT"	""	"CRIPT"	31329
"CRISP1"	"CRISP1"	""	"CRISP1"	0
"CRISP2"	"CRISP2"	""	"CRISP2"	1
"CRISP3"	""	"CRISP3_other"	"CRISP3_other"	0
"CRISPLD1"	"CRISPLD1"	""	"CRISPLD1"	6073
"CRISPLD2"	"CRISPLD2"	""	"CRISPLD2"	12
"CRK"	"CRK"	""	"CRK"	28771
"CRKL"	"CRKL"	""	"CRKL"	41283
"CRLF2"	"CRLF2"	""	"CRLF2"	55
"CRLF3"	"CRLF3"	""	"CRLF3"	1580
"CRLS1"	"CRLS1"	""	"CRLS1"	39842
"CRMP1"	""	"CRMP1_other"	"CRMP1_other"	0
"CRNKL1"	"CRNKL1"	""	"CRNKL1"	26242
"CROC;FOXI-B;FOXI2.L;FOXI2.S;FOXI3A;FOXI4.1;FOXI4.1.L;FOXL3;GM5294"	""	"CROC_other;FOXI-B_other;FOXI2.L_other;FOXI2.S_other;FOXI3A_other;FOXI4.1_other;FOXI4.1.L_other;FOXL3_hg19;GM5294_mm9"	"GM5294_mm9"	17
"CROT"	"CROT"	""	"CROT"	8458
"CRP"	"CRP"	""	"CRP"	1
"CRPPA"	""	"CRPPA_mm9"	"CRPPA_mm9"	41
"CRPPA-AS1"	""	"CRPPA-AS1_hg19"	"CRPPA-AS1_hg19"	0
"CRTAC1"	"CRTAC1"	""	"CRTAC1"	2060
"CRTAM"	"CRTAM"	""	"CRTAM"	10
"CRTAP"	"CRTAP"	""	"CRTAP"	33289
"CRTC1"	"CRTC1"	""	"CRTC1"	61
"CRTC2"	"CRTC2"	""	"CRTC2"	4214
"CRTC3"	"CRTC3"	""	"CRTC3"	3202
"CRX"	"CRX"	""	"CRX"	6
"CRY1"	"CRY1"	""	"CRY1"	9987
"CRY2"	"CRY2"	""	"CRY2"	3723
"CRYAA"	"CRYAA"	""	"CRYAA"	15
"CRYAB"	"CRYAB"	""	"CRYAB"	1323
"CRYBA1"	"CRYBA1"	""	"CRYBA1"	83
"CRYBA2"	"CRYBA2"	""	"CRYBA2"	194
"CRYBA4"	"CRYBA4"	""	"CRYBA4"	245
"CRYBB1"	"CRYBB1"	""	"CRYBB1"	50
"CRYBB2"	"CRYBB2"	""	"CRYBB2"	3
"CRYBG3"	"CRYBG3"	""	"CRYBG3"	3541
"CRYGA.9.L"	""	"CRYGA.9.L_other"	"CRYGA.9.L_other"	0
"CRYGC"	"CRYGC"	""	"CRYGC"	42
"CRYGN"	"CRYGN"	""	"CRYGN"	886
"CRYGS"	"CRYGS"	""	"CRYGS"	27
"CRYL1"	"CRYL1"	""	"CRYL1"	7071
"CRYM"	"CRYM"	""	"CRYM"	875
"CRYZ"	"CRYZ"	""	"CRYZ"	24550
"CRYZL1"	"CRYZL1"	""	"CRYZL1"	20361
"CRYZL2P-SEC16B"	""	"CRYZL2P-SEC16B_hg19"	"CRYZL2P-SEC16B_hg19"	0
"CS"	"CS"	""	"CS"	24449
"CSAD"	"CSAD"	""	"CSAD"	2908
"CSDC2"	"CSDC2"	""	"CSDC2"	676
"CSDE1"	"CSDE1"	""	"CSDE1"	212679
"CSE1L"	"CSE1L"	""	"CSE1L"	177286
"CSF1"	"CSF1"	""	"CSF1"	122
"CSF1R"	"CSF1R"	""	"CSF1R"	258
"CSF2"	"CSF2"	""	"CSF2"	1
"CSF2RA"	"CSF2RA"	""	"CSF2RA"	1
"CSF2RB"	"CSF2RB"	""	"CSF2RB"	34
"CSF2RB2"	""	"CSF2RB2_mm9"	"CSF2RB2_mm9"	0
"CSF3"	"CSF3"	""	"CSF3"	8
"CSF3R"	"CSF3R"	""	"CSF3R"	75
"CSGALNACT1"	"CSGALNACT1"	""	"CSGALNACT1"	714
"CSGALNACT2"	"CSGALNACT2"	""	"CSGALNACT2"	8273
"CSK"	"CSK"	""	"CSK"	180
"CSMD1"	"CSMD1"	""	"CSMD1"	2
"CSMD1A"	""	"CSMD1A_other"	"CSMD1A_other"	0
"CSMD2"	"CSMD2"	""	"CSMD2"	405
"CSMD3"	"CSMD3"	""	"CSMD3"	20
"CSN1S1"	"CSN1S1"	""	"CSN1S1"	8
"CSN1S2"	"CSN1S2"	""	"CSN1S2"	0
"CSN1S2A"	"CSN1S2A"	""	"CSN1S2A"	1
"CSN2"	"CSN2"	""	"CSN2"	0
"CSN3"	"CSN3"	""	"CSN3"	2
"CSN5;CSN5A"	""	"CSN5_other;CSN5A_other"	NA	89
"CSNK1A1"	"CSNK1A1"	""	"CSNK1A1"	90833
"CSNK1D"	"CSNK1D"	""	"CSNK1D"	1144
"CSNK1DB"	""	"CSNK1DB_other"	"CSNK1DB_other"	48
"CSNK1G1"	"CSNK1G1"	""	"CSNK1G1"	16749
"CSNK1G2"	""	"CSNK1G2_other"	"CSNK1G2_other"	1
"CSNK1G2B"	""	"CSNK1G2B_other"	"CSNK1G2B_other"	5
"CSNK1G3"	"CSNK1G3"	""	"CSNK1G3"	22002
"CSNK2A1"	"CSNK2A1"	""	"CSNK2A1"	39849
"CSNK2A2"	"CSNK2A2"	""	"CSNK2A2"	23447
"CSNK2A3"	""	"CSNK2A3_hg19"	"CSNK2A3_hg19"	7665
"CSNK2B"	"CSNK2B"	""	"CSNK2B"	148176
"CSPG4"	"CSPG4"	""	"CSPG4"	289
"CSPG5"	"CSPG5"	""	"CSPG5"	494
"CSPP1"	"CSPP1"	""	"CSPP1"	9874
"CSRNP1"	"CSRNP1"	""	"CSRNP1"	4156
"CSRNP2"	"CSRNP2"	""	"CSRNP2"	2397
"CSRNP3"	"CSRNP3"	""	"CSRNP3"	695
"CSRP1"	"CSRP1"	""	"CSRP1"	46485
"CSRP1B"	""	"CSRP1B_other"	"CSRP1B_other"	0
"CSRP2"	"CSRP2"	""	"CSRP2"	200645
"CSRP3"	"CSRP3"	""	"CSRP3"	370
"CST1;CST2;CST4"	""	"CST1_hg19;CST2_hg19;CST4_hg19"	"CST1_hg19;CST2_hg19;CST4_hg19"	0
"CST11"	""	"CST11_mm9"	"CST11_mm9"	7
"CST3"	"CST3"	""	"CST3"	136730
"CST6"	"CST6"	""	"CST6"	6079
"CST7"	"CST7"	""	"CST7"	187
"CST8"	"CST8"	""	"CST8"	0
"CSTA"	"CSTA"	""	"CSTA"	761
"CSTB"	"CSTB"	""	"CSTB"	38514
"CSTF1"	"CSTF1"	""	"CSTF1"	37881
"CSTF2"	"CSTF2"	""	"CSTF2"	14894
"CSTF2T"	"CSTF2T"	""	"CSTF2T"	25736
"CSTF3"	"CSTF3"	""	"CSTF3"	37460
"CSTF3-DT"	""	"CSTF3-DT_hg19"	"CSTF3-DT_hg19"	1
"CSTL1"	"CSTL1"	""	"CSTL1"	6
"CT47A1;CT47A10;CT47A11;CT47A12;CT47A2;CT47A3;CT47A4;CT47A5;CT47A6;CT47A7;CT47A8;CT47A9"	""	"CT47A1_hg19;CT47A10_hg19;CT47A11_hg19;CT47A12_hg19;CT47A2_hg19;CT47A3_hg19;CT47A4_hg19;CT47A5_hg19;CT47A6_hg19;CT47A7_hg19;CT47A8_hg19;CT47A9_hg19"	"CT47A1_hg19;CT47A10_hg19;CT47A11_hg19;CT47A12_hg19;CT47A2_hg19;CT47A3_hg19;CT47A4_hg19;CT47A5_hg19;CT47A6_hg19;CT47A7_hg19;CT47A8_hg19;CT47A9_hg19"	0
"CT55"	""	"CT55_mm9"	"CT55_mm9"	2
"CT66"	""	"CT66_hg19"	"CT66_hg19"	40
"CT75"	""	"CT75_hg19"	"CT75_hg19"	10
"CT83"	"CT83"	""	"CT83"	0
"CTAG1A;CTAG1B"	""	"CTAG1A_hg19;CTAG1B_hg19"	"CTAG1A_hg19;CTAG1B_hg19"	0
"CTAGE5"	"CTAGE5"	""	"CTAGE5"	27347
"CTB-178M22.2"	""	"CTB-178M22.2_hg19"	"CTB-178M22.2_hg19"	0
"CTBL1"	""	"CTBL1_other"	"CTBL1_other"	0
"CTBP2"	"CTBP2"	""	"CTBP2"	10693
"CTBP2A;CTBP2L"	""	"CTBP2A_other;CTBP2L_other"	NA	2
"CTBS"	"CTBS"	""	"CTBS"	286
"CTC1"	"CTC1"	""	"CTC1"	9083
"CTCF"	"CTCF"	""	"CTCF"	85838
"CTD-2350J17.1"	""	"CTD-2350J17.1_hg19"	"CTD-2350J17.1_hg19"	0
"CTDNEP1"	"CTDNEP1"	""	"CTDNEP1"	16961
"CTDP1"	"CTDP1"	""	"CTDP1"	16668
"CTDSP1"	"CTDSP1"	""	"CTDSP1"	866
"CTDSP2"	"CTDSP2"	""	"CTDSP2"	55199
"CTDSP2.L"	""	"CTDSP2.L_other"	"CTDSP2.L_other"	8
"CTDSPL"	""	"CTDSPL_other"	"CTDSPL_other"	20
"CTDSPL2"	"CTDSPL2"	""	"CTDSPL2"	20739
"CTGF"	"CTGF"	""	"CTGF"	7943
"CTH"	"CTH"	""	"CTH"	14359
"CTHRC1"	"CTHRC1"	""	"CTHRC1"	2707
"CTIF"	"CTIF"	""	"CTIF"	2210
"CTLA4"	"CTLA4"	""	"CTLA4"	0
"CTNNA1"	"CTNNA1"	""	"CTNNA1"	18094
"CTNNA1.S"	""	"CTNNA1.S_other"	"CTNNA1.S_other"	25
"CTNNA2"	"CTNNA2"	""	"CTNNA2"	232
"CTNNA3"	"CTNNA3"	""	"CTNNA3"	42
"CTNNAL1"	"CTNNAL1"	""	"CTNNAL1"	37115
"CTNNB1"	"CTNNB1"	""	"CTNNB1"	130448
"CTNNBIP1"	""	"CTNNBIP1_mm9"	"CTNNBIP1_mm9"	3652
"CTNNBL1"	"CTNNBL1"	""	"CTNNBL1"	11577
"CTNND1"	"CTNND1"	""	"CTNND1"	63515
"CTNND2"	"CTNND2"	""	"CTNND2"	3718
"CTNS"	"CTNS"	""	"CTNS"	142
"CTPS1"	"CTPS1"	""	"CTPS1"	38539
"CTPS2"	"CTPS2"	""	"CTPS2"	12373
"CTPS2.L"	""	"CTPS2.L_other"	"CTPS2.L_other"	0
"CTR9"	"CTR9"	""	"CTR9"	59841
"CTRC"	"CTRC"	""	"CTRC"	16
"CTRL"	"CTRL"	""	"CTRL"	9
"CTSA"	"CTSA"	""	"CTSA"	52468
"CTSB"	"CTSB"	""	"CTSB"	179632
"CTSC"	"CTSC"	""	"CTSC"	27824
"CTSD"	"CTSD"	""	"CTSD"	18761
"CTSE"	"CTSE"	""	"CTSE"	1326
"CTSF"	"CTSF"	""	"CTSF"	3542
"CTSH"	"CTSH"	""	"CTSH"	10554
"CTSK"	"CTSK"	""	"CTSK"	3090
"CTSO"	"CTSO"	""	"CTSO"	172
"CTSS"	"CTSS"	""	"CTSS"	21
"CTSV;CTSV.L"	""	"CTSV_hg19;CTSV.L_other"	"CTSV_hg19"	3043
"CTSZ"	"CTSZ"	""	"CTSZ"	46206
"CTTN"	"CTTN"	""	"CTTN"	70922
"CTTN.L;CTTN.S"	""	"CTTN.L_other;CTTN.S_other"	NA	0
"CTTNBP2"	"CTTNBP2"	""	"CTTNBP2"	3281
"CTTNBP2NL"	"CTTNBP2NL"	""	"CTTNBP2NL"	15557
"CTU1"	"CTU1"	""	"CTU1"	6
"CTXN1"	"CTXN1"	""	"CTXN1"	17215
"CTXN2"	"CTXN2"	""	"CTXN2"	0
"CTXN3"	"CTXN3"	""	"CTXN3"	18
"CUBN"	"CUBN"	""	"CUBN"	29640
"CUEDC1;MRPS23"	"CUEDC1;MRPS23"	""	"CUEDC1;MRPS23"	111807
"CUEDC2"	"CUEDC2"	""	"CUEDC2"	43371
"CUL1;LOC108176912"	"CUL1"	""	"CUL1"	59803
"CUL2"	"CUL2"	""	"CUL2"	35977
"CUL3"	"CUL3"	""	"CUL3"	77387
"CUL4;CUL4BY;LOC100501431"	""	"CUL4_other;CUL4BY_other"	NA	963
"CUL4A"	"CUL4A"	""	"CUL4A"	35233
"CUL4B"	"CUL4B"	""	"CUL4B"	25139
"CUL5"	"CUL5"	""	"CUL5"	16614
"CUL7"	"CUL7"	""	"CUL7"	13254
"CUL9"	"CUL9"	""	"CUL9"	1342
"CUTA"	"CUTA"	""	"CUTA"	91903
"CUTC"	"CUTC"	""	"CUTC"	20864
"CUX1"	"CUX1"	""	"CUX1"	3399
"CUX1B"	""	"CUX1B_other"	"CUX1B_other"	1
"CUX2"	"CUX2"	""	"CUX2"	2817
"CUZD1"	"CUZD1"	""	"CUZD1"	19
"CWC15"	"CWC15"	""	"CWC15"	117317
"CWC22"	"CWC22"	""	"CWC22"	52489
"CWC25"	"CWC25"	""	"CWC25"	8426
"CWC27"	"CWC27"	""	"CWC27"	42925
"CWF19L1"	"CWF19L1"	""	"CWF19L1"	17403
"CWF19L2"	"CWF19L2"	""	"CWF19L2"	12308
"CWF19L2.L"	""	"CWF19L2.L_other"	"CWF19L2.L_other"	0
"CWH43"	"CWH43"	""	"CWH43"	9
"CX3CL1"	"CX3CL1"	""	"CX3CL1"	2114
"CX3CR1"	"CX3CR1"	""	"CX3CR1"	23
"CXADR"	"CXADR"	""	"CXADR"	13344
"CXCL10"	"CXCL10"	""	"CXCL10"	0
"CXCL11"	"CXCL11"	""	"CXCL11"	2
"CXCL12"	"CXCL12"	""	"CXCL12"	5053
"CXCL13"	"CXCL13"	""	"CXCL13"	3
"CXCL14;LOC101925898"	""	"CXCL14_hg19"	"CXCL14_hg19"	597
"CXCL16"	"CXCL16"	""	"CXCL16"	9
"CXCL17"	"CXCL17"	""	"CXCL17"	1
"CXCL3"	""	"CXCL3_other"	"CXCL3_other"	0
"CXCL5"	""	"CXCL5_hg19"	"CXCL5_hg19"	13401
"CXCL8"	"CXCL8"	""	"CXCL8"	0
"CXCL9"	"CXCL9"	""	"CXCL9"	0
"CXCR1"	"CXCR1"	""	"CXCR1"	15
"CXCR2"	"CXCR2"	""	"CXCR2"	1
"CXCR3"	"CXCR3"	""	"CXCR3"	0
"CXCR4"	"CXCR4"	""	"CXCR4"	17683
"CXCR5"	"CXCR5"	""	"CXCR5"	0
"CXCR6"	"CXCR6"	""	"CXCR6"	0
"CXH14orf80"	"CXH14orf80"	""	"CXH14orf80"	0
"CXHXorf21"	"CXHXorf21"	""	"CXHXorf21"	1
"CXHXorf23"	"CXHXorf23"	""	"CXHXorf23"	6889
"CXHXorf36"	"CXHXorf36"	""	"CXHXorf36"	674
"CXHXorf38"	"CXHXorf38"	""	"CXHXorf38"	1372
"CXHXORF48"	""	"CXHXORF48_other"	"CXHXORF48_other"	2
"CXHXorf56"	"CXHXorf56"	""	"CXHXorf56"	17247
"CXHXorf57"	"CXHXorf57"	""	"CXHXorf57"	2009
"CXHXorf58"	"CXHXorf58"	""	"CXHXorf58"	145
"CXHXorf65"	"CXHXorf65"	""	"CXHXorf65"	1
"CXORF49B"	""	"CXORF49B_hg19"	"CXORF49B_hg19"	0
"CXORF56"	""	"CXORF56_other"	"CXORF56_other"	0
"CXORF56.L"	""	"CXORF56.L_other"	"CXORF56.L_other"	1
"CXXC1"	"CXXC1"	""	"CXXC1"	29376
"CXXC4"	"CXXC4"	""	"CXXC4"	1905
"CXXC4-AS1"	""	"CXXC4-AS1_hg19"	"CXXC4-AS1_hg19"	0
"CXXC5"	"CXXC5"	""	"CXXC5"	44827
"CXXC5-AS1"	""	"CXXC5-AS1_hg19"	"CXXC5-AS1_hg19"	10
"CYB561A3"	""	"CYB561A3_hg19"	"CYB561A3_hg19"	0
"CYB561D1"	""	"CYB561D1_other"	"CYB561D1_other"	0
"CYB5R3"	""	"CYB5R3_hg19"	"CYB5R3_hg19"	0
"CYB5R4"	""	"CYB5R4_hg19"	"CYB5R4_hg19"	6
"CYB5RL"	""	"CYB5RL_hg19"	"CYB5RL_hg19"	378
"CYBB"	"CYBB"	""	"CYBB"	12
"CYC-2.1;CYC-2.2;CYC7;CYCS;CYT-C-D;CYTC;LOC100144895;LOC100243029;LOC101738358;LOC103183182"	""	"CYC-2.1_other;CYC-2.2_other;CYC7_other;CYCS_other;CYT-C-D_other;CYTC_other"	NA	67
"CYCC"	""	"CYCC_other"	"CYCC_other"	0
"CYCT"	""	"CYCT_other"	"CYCT_other"	2
"CYFIP1"	"CYFIP1"	""	"CYFIP1"	28109
"CYFIP2"	"CYFIP2"	""	"CYFIP2"	2003
"CYGB"	"CYGB"	""	"CYGB"	766
"CYHR1"	"CYHR1"	""	"CYHR1"	16936
"CYLC1"	"CYLC1"	""	"CYLC1"	0
"CYLC2"	"CYLC2"	""	"CYLC2"	2
"CYLD"	"CYLD"	""	"CYLD"	3867
"CYM"	""	"CYM_other"	"CYM_other"	0
"CYORF15A;TXLNGY"	""	"CYORF15A_other;TXLNGY_hg19"	"TXLNGY_hg19"	2691
"CYP11A1"	"CYP11A1"	""	"CYP11A1"	175
"CYP11B2"	"CYP11B2"	""	"CYP11B2"	0
"CYP19A1"	"CYP19A1"	""	"CYP19A1"	1966
"CYP19A1A"	""	"CYP19A1A_other"	"CYP19A1A_other"	1
"CYP1B1"	""	"CYP1B1_other"	"CYP1B1_other"	0
"CYP1D1"	""	"CYP1D1_other"	"CYP1D1_other"	0
"CYP20A1;CYP20A1.L"	""	"CYP20A1_hg19;CYP20A1.L_other"	"CYP20A1_hg19"	914
"CYP26B1"	""	"CYP26B1_mm9"	"CYP26B1_mm9"	0
"CYP27A1"	"CYP27A1"	""	"CYP27A1"	4817
"CYP27C1"	""	"CYP27C1_hg19"	"CYP27C1_hg19"	633
"CYP2A11"	"CYP2A11"	""	"CYP2A11"	13
"CYP2A13L;CYP2A15;CYP2A6.1.S;CYP2A6.12.L;CYP2A6.2;CYP2A6.3.L;CYP2A6.4.L;CYP2A6.8;CYP2A6.8.L;CYP2A6.9;CYP2A6.9.L;CYP2AB1;CYP2AB3;CYP2AB4;CYP2AC1;CYP2AC7;CYP2B6;CYP2B6.L;CYP2C113;CYP2C12;CYP2C13;CYP2C18;CYP2C19;CYP2C22;CYP2C23;CYP2C29;CYP2C33;CYP2C37;CYP2C38;CYP2C39;CYP2C40;CYP2C41;CYP2C42;CYP2C50;CYP2C53-PS;CYP2C65;CYP2C66;CYP2C67;CYP2C68;CYP2C69;CYP2C6V1;CYP2C7;CYP2C70;CYP2C75;CYP2C76;CYP2C8;CYP2C8.2;CYP2C8.2.L;CYP2C9;CYP2C92;CYP2C93;CYP2D6;CYP2E1;CYP2E1.L;CYP2F1;CYP2F1.S;CYP2K16;CYP2K19;CYP2K22;CYP2K5;CYP2N13;CYP2P3;CYP2P6;CYP2P7;CYP2P8;CYP2P9;LOC100739741;LOC101823450;LOC101841752;LOC101844487;LOC108280590;LOC108280591;LOC511498;MGC108322;MGC64410;MGC68450;MGC69353;XB5870894;XB5935727"	""	"CYP2A13L_other;CYP2A15_other;CYP2A6.1.S_other;CYP2A6.12.L_other;CYP2A6.2_other;CYP2A6.3.L_other;CYP2A6.4.L_other;CYP2A6.8_other;CYP2A6.8.L_other;CYP2A6.9_other;CYP2A6.9.L_other;CYP2AB1_mm9;CYP2AB3_other;CYP2AB4_other;CYP2AC1_other;CYP2AC7_other;CYP2B6_other;CYP2B6.L_other;CYP2C113_other;CYP2C12_other;CYP2C13_other;CYP2C18_hg19;CYP2C19_hg19;CYP2C22_other;CYP2C23_mm9;CYP2C29_mm9;CYP2C33_other;CYP2C37_mm9;CYP2C38_mm9;CYP2C39_mm9;CYP2C40_mm9;CYP2C41_other;CYP2C42_other;CYP2C50_mm9;CYP2C53-PS_mm9;CYP2C65_mm9;CYP2C66_mm9;CYP2C67_mm9;CYP2C68_mm9;CYP2C69_mm9;CYP2C6V1_other;CYP2C7_other;CYP2C70_mm9;CYP2C75_other;CYP2C76_other;CYP2C8_hg19;CYP2C8.2_other;CYP2C8.2.L_other;CYP2C9_hg19;CYP2C92_other;CYP2C93_other;CYP2D6_other;CYP2E1_other;CYP2E1.L_other;CYP2F1_other;CYP2F1.S_other;CYP2K16_other;CYP2K19_other;CYP2K22_other;CYP2K5_other;CYP2N13_other;CYP2P3_other;CYP2P6_other;CYP2P7_other;CYP2P8_other;CYP2P9_other;MGC108322_other;MGC64410_other;MGC68450_other;MGC69353_other;XB5870894_other;XB5935727_other"	"CYP2AB1_mm9;CYP2C23_mm9;CYP2C29_mm9;CYP2C37_mm9;CYP2C38_mm9;CYP2C39_mm9;CYP2C40_mm9;CYP2C50_mm9;CYP2C53-PS_mm9;CYP2C65_mm9;CYP2C66_mm9;CYP2C67_mm9;CYP2C68_mm9;CYP2C69_mm9;CYP2C70_mm9"	0
"CYP2A7"	""	"CYP2A7_hg19"	"CYP2A7_hg19"	0
"CYP2B23"	""	"CYP2B23_mm9"	"CYP2B23_mm9"	0
"CYP2B4"	"CYP2B4"	""	"CYP2B4"	710
"CYP2B5"	"CYP2B5"	""	"CYP2B5"	1087
"CYP2C"	"CYP2C"	""	"CYP2C"	0
"CYP2C1"	"CYP2C1"	""	"CYP2C1"	111
"CYP2C14"	"CYP2C14"	""	"CYP2C14"	110
"CYP2C16"	"CYP2C16"	""	"CYP2C16"	0
"CYP2C2"	"CYP2C2"	""	"CYP2C2"	75
"CYP2C23A;CYP2C23B"	""	"CYP2C23A_other;CYP2C23B_other"	NA	0
"CYP2C24"	""	"CYP2C24_other"	"CYP2C24_other"	0
"CYP2C30"	"CYP2C30"	""	"CYP2C30"	0
"CYP2C4"	"CYP2C4"	""	"CYP2C4"	0
"CYP2C5"	"CYP2C5"	""	"CYP2C5"	0
"CYP2D23"	"CYP2D23"	""	"CYP2D23"	1
"CYP2D24"	"CYP2D24"	""	"CYP2D24"	45
"CYP2D7"	""	"CYP2D7_hg19"	"CYP2D7_hg19"	0
"CYP2G1"	"CYP2G1"	""	"CYP2G1"	0
"CYP2J1"	"CYP2J1"	""	"CYP2J1"	2997
"CYP2K6"	""	"CYP2K6_other"	"CYP2K6_other"	0
"CYP2R1"	""	"CYP2R1_other"	"CYP2R1_other"	29
"CYP2S1"	""	"CYP2S1_other"	"CYP2S1_other"	0
"CYP2U1-AS1"	""	"CYP2U1-AS1_hg19"	"CYP2U1-AS1_hg19"	0
"CYP3A13"	""	"CYP3A13_mm9"	"CYP3A13_mm9"	0
"CYP3A14"	""	"CYP3A14_other"	"CYP3A14_other"	1
